1785936892,loadtest-sim-k6-run-229318270606,91.28
1785936892,lts-app,109.67
1785936892,lts-nginx,0.00
1785936892,lts-grafana,6.04
1785936892,lts-pg-exporter,0.86
1785936892,lts-postgres,60.38
1785936892,lts-prometheus,3.58
1785936897,loadtest-sim-k6-run-229318270606,3.25
1785936897,lts-app,6.48
1785936897,lts-nginx,0.00
1785936897,lts-grafana,1.82
1785936897,lts-pg-exporter,2.04
1785936897,lts-postgres,7.67
1785936897,lts-prometheus,0.42
1785936901,loadtest-sim-k6-run-229318270606,0.68
1785936901,lts-app,1.36
1785936901,lts-nginx,0.00
1785936901,lts-grafana,2.49
1785936901,lts-pg-exporter,2.03
1785936901,lts-postgres,5.12
1785936901,lts-prometheus,0.52
1785936905,lts-app,1.09
1785936905,lts-nginx,0.00
1785936905,lts-grafana,1.50
1785936905,lts-pg-exporter,1.58
1785936905,lts-postgres,0.31
1785936905,lts-prometheus,0.54
